CasteMembership,Intelligence,BrainMass,HoursWorked,AnnualIncome
5,134.21342,2891.1808,35,893.41457
5,95.610763,2434.9135,32,788.67768
2,43.14531,500,38,634.92608
5,125.45606,2806.8754,25,753.0007
2,57.939471,500,21,456.6735
4,96.881869,2033.3319,51,909.80384
5,131.50841,2678.501,65,1124.7383
1,77.359967,894.44995,30,707.218
3,99.460291,2144.6159,52,924.57408
2,121.30603,1966.3576,19,647.18789
5,127.85303,3455.833,42,782.07705
3,126.62565,2663.52,15,428.47784
5,109.72106,2770.0369,37,599.8147
2,72.546003,1389.4428,14,469.39479
5,138.63237,4220.6716,36,812.45799
4,124.87827,2330.2388,55,976.16108
4,147.04167,3809.1922,18,476.50936
3,80.875915,1838.4578,45,802.96539
2,85.489047,1567.5129,35,548.11282
1,73.554322,500,36,530.81955
1,73.441328,1146.113,44,648.20731
2,85.151902,1118.3979,22,622.86428
4,121.60631,2082.726,18,408.92601
3,104.98551,1919.754,14,438.49685
1,84.971366,848.22484,50,657.74454
3,112.79823,2194.7259,38,817.11663
2,94.790633,1681.0354,49,779.70074
5,99.731835,2164.0192,46,741.02802
2,121.06364,1972.4311,25,665.98019
2,93.325169,2113.9155,52,856.62042
4,145.93888,3475.0783,35,732.71028
1,88.100411,1925.5596,34,693.2523
5,118.10168,2695.9133,61,1177.6234
3,85.997232,2255.8016,48,793.07898
5,109.42401,2588.7723,47,683.87655
1,89.214782,877.70213,13,413.56895
1,83.262233,1332.7251,41,745.58011
5,128.71835,3602.5206,16,381.09449
3,92.009251,1474.3178,49,719.11127
5,123.11795,2995.6332,51,951.11251
2,82.855119,1082.2936,36,913.93112
3,98.114543,1603.1127,32,587.24571
3,118.90545,2315.9579,10,542.65759
4,72.731694,1906.0402,50,823.7195
4,94.957455,2137.5769,30,579.65809
1,35.078034,500,42,652.48579
5,105.06197,2641.5701,48,930.49803
2,111.96957,1875.5447,41,856.4863
1,86.549709,1691.592,39,915.33388
4,113.33188,2148.9854,51,836.2449
5,100.33816,2261.0979,24,429.63168
2,93.068499,2514.6406,49,577.70801
2,131.06644,3154.4926,29,618.12828
1,105.90489,1088.1177,13,497.67606
1,65.682816,892.36305,5,531.20237
5,129.71249,2861.9231,60,1242.017
5,128.69903,2949.0606,65,1204.4863
3,69.025546,1770.1118,57,906.94309
3,129.42586,3240.355,46,816.96887
1,82.598416,1143.2132,6,512.65994
4,81.704851,2574.4314,36,736.9418
5,125.31669,3106.354,26,537.83282
1,64.010652,723.93005,49,863.35656
4,78.778002,1531.0339,16,590.79913
3,134.78526,1990.1063,56,858.10261
2,77.424183,1640.685,45,668.81219
2,114.43469,2060.5983,43,922.33479
2,93.909857,1199.9054,28,735.62757
5,105.38338,2592.6565,48,853.87671
4,108.70931,2295.2502,39,714.08228
4,87.400101,2375.4022,33,653.46515
5,131.04463,3279.5567,48,712.71254
3,109.79776,2255.0875,45,518.51679
1,91.41987,1391.764,48,793.07356
4,108.44246,2201.1811,44,858.93486
3,142.77971,2878.8051,17,742.08365
5,101.1986,2449.0327,23,523.06163
4,117.54338,3218.7057,55,851.53877
1,51.778436,870.41639,25,519.56041
2,111.74639,1781.3386,43,697.96471
2,77.437486,929.09536,31,638.63959
3,102.93068,1630.6213,35,651.71321
1,123.08481,1719.297,29,787.10753
5,103.45981,2395,63,1082.5136
5,121.1119,2891.5372,60,1058.6425
5,127.92097,3108.7727,62,913.91902
2,78.595059,1572.0885,43,868.40715
1,75.250139,1393.5166,38,711.84495
1,94.727903,1757.4784,48,894.1825
5,145.35666,3575.8754,61,1095.6001
3,90.795666,1683.9168,32,583.1285
3,108.23137,2185.8096,30,708.85346
2,72.237126,1270.3054,12,186.73157
1,60.933893,601.76364,13,405.69457
5,130.15953,3056.1515,52,646.25765
4,124.09895,2979.1039,20,427.13653
5,137.31763,3467.0187,18,613.65583
2,30,500,52,645.25492
1,57.682677,500,42,630.1992
5,128.21346,3020.2087,43,921.55504
5,102.74512,2931.0698,33,717.20418
4,115.38761,2095.9741,46,887.98023
2,105.56909,1236.7606,24,540.05785
1,40.653019,693.76808,12,524.27732
1,91.359872,1026.9443,5,350.17209
2,111.46062,2603.2706,52,909.62253
5,141.23484,3514.7446,49,952.22148
3,106.71815,2427.5206,21,469.77392
5,123.90815,3096.2956,16,574.50774
3,122.38381,2995.138,38,568.41456
4,115.68725,2736.7578,16,336.9721
2,110.86083,1459.0993,45,897.88519
2,61.253326,1070.0997,36,611.36387
2,110.31332,1623.7726,55,1027.4572
3,90.294426,2181.6918,50,799.39921
4,138.54449,3335.8811,36,952.92418
5,136.09702,2924.3182,46,807.53885
1,51.205273,1115.6174,24,514.81133
5,147.41222,3467.2576,43,944.936
2,62.40277,961.02011,36,623.15665
5,105.62469,3281.0868,44,932.00406
5,133.83988,3205.2904,52,989.40777
5,123.31935,2715.253,45,735.39413
2,95.932431,2593.3822,56,980.26671
5,133.3047,2489.7701,27,750.50641
3,123.41194,1762.9398,46,927.17778
5,116.75658,2281.9079,56,937.86281
4,106.27466,3112.5391,57,966.18527
2,100.97451,1663.664,32,710.05891
3,98.136091,2050.485,21,606.19748
4,126.63032,3310.8775,55,1036.2905
1,61.769567,1199.0627,9,456.80152
5,122.36618,3186.2926,38,867.20703
1,69.666207,1164.0419,7,534.75616
5,139.97822,3346.3823,52,915.32913
1,112.51075,1900.5998,53,865.87947
4,137.33613,3614.344,28,832.96265
1,100.44428,1887.9915,34,602.17394
5,116.78334,2971.8861,33,639.22446
2,102.79144,1399.0296,34,698.1586
2,73.846475,1221.6486,40,769.46481
4,121.25127,2689.9402,41,880.77978
1,87.316561,1643.6157,27,649.21386
3,97.189768,2444.9839,49,839.24074
3,69.419445,1404.6906,46,610.18831
1,70.249493,1617.1791,7,510.94799
3,93.901439,1284.6961,21,462.22824
3,86.863317,2220.1266,43,915.54719
2,47.916764,1731.2694,7,155.36686
2,76.351207,870.98786,39,606.91054
1,30.656669,1381.2511,20,476.91127
2,85.547375,1480.5012,55,1092.3422
4,97.426092,2049.0036,48,833.77253
1,94.513768,1489.8572,42,952.88572
4,88.726163,1665.1988,40,738.66387
5,147.445,3506.6497,52,899.76017
2,69.42988,628.37566,38,597.09748
3,113.32662,1646.7071,27,610.80749
5,99.485093,2725.2631,63,960.68149
5,125.92475,3462.5896,64,1144.0818
3,100.17378,2035.7718,23,605.64873
4,102.69115,2281.8407,13,510.60138
4,105.23669,1785.5882,25,789.34258
2,73.879524,926.98591,37,856.41296
2,98.598173,1757.5348,47,651.7934
